用户id,昵称,性别,生日,所在地,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息
5885931990,腾讯NBA,f,,北京,21618,681508,278,腾讯科技（北京）有限公司,https://m.weibo.cn/u/5885931990?uid=5885931990&luicode=10000011&lfid=1005055885931990,"https://tvax3.sinaimg.cn/crop.1.9.403.403.180/006qkLMWly8gdi3jvash0j30bn0bnjru.jpg?KID=imgbed,tva&Expires=1610568993&ssig=f2bfNea0Ru",https://wx3.sinaimg.cn/orj480/006qkLMWly8gdi3jvash0j30bn0bnjru.jpg,41,4,TRUE,3,腾讯NBA官方微博
5685400200,腾讯影业,m,,广东,5211,1638442,457,,https://m.weibo.cn/u/5685400200?uid=5685400200&luicode=10000011&lfid=1005055685400200,"https://tvax4.sinaimg.cn/crop.0.0.690.690.180/006cLmjely8gdiril4s99j30j60j60td.jpg?KID=imgbed,tva&Expires=1610569055&ssig=7sInh30tHE",https://wx4.sinaimg.cn/orj480/006cLmjely8gdiril4s99j30j60j60td.jpg,36,6,TRUE,2,腾讯影业文化传播有限公司
6068787464,腾讯WeGame,m,,广东,888,396374,116,Tencent WeGame，发现更大的游戏世界！,https://m.weibo.cn/u/6068787464?uid=6068787464&luicode=10000011&lfid=1005056068787464,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/006CI0QMly8gdis0jlhz8j30ro0roq3c.jpg?KID=imgbed,tva&Expires=1610569119&ssig=QZ6MCmlY9o",https://wx2.sinaimg.cn/orj480/006CI0QMly8gdis0jlhz8j30ro0roq3c.jpg,31,6,TRUE,7,腾讯WeGame官方微博
7387497037,腾讯视频WeTV,f,,其他,1803,299666,121,WeTV是腾讯视频面向海外用户推出的产品。自2019年上线以来，WeTV先后在泰国、印尼、越南、印度和马来西亚等多个国家和地区正式落地，是首个在海外多地区落地的中国流媒体服务平台。该平台以优质腾讯自制华语内容为核心，并不断拓展其他亚洲国家和地区的优质内容。,https://m.weibo.cn/u/7387497037?uid=7387497037&luicode=10000011&lfid=1005057387497037,"https://tvax2.sinaimg.cn/crop.0.0.828.828.180/0083Xbs1ly8gdiojl8k3aj30n00n0t98.jpg?KID=imgbed,tva&Expires=1610569122&ssig=TVjh4CZU4o",https://wx2.sinaimg.cn/orj480/0083Xbs1ly8gdiojl8k3aj30n00n0t98.jpg,0,4,TRUE,3,腾讯视频海外站官方微博
2381461594,腾讯地图,m,,广东,8610,2064510,427,腾讯地图致力于为用户打造精准、高效的一站式出行服务体验，助你出行顺利，迷路不求人！,https://m.weibo.cn/u/2381461594?uid=2381461594&luicode=10000011&lfid=1005052381461594,"https://tvax3.sinaimg.cn/crop.175.177.591.591.180/002BamWSly8gisjrzon14j60q70q6q4202.jpg?KID=imgbed,tva&Expires=1610569163&ssig=EVfk1qAtOi",https://wx3.sinaimg.cn/orj480/002BamWSly8gisjrzon14j60q70q6q4202.jpg,44,5,TRUE,2,腾讯地图官方微博
5688848952,腾讯微信读书,f,,广东,1751,146897,286,微信读书，让阅读不再孤独。  官网：https://weread.qq.com/     合作助手微信：18675574260     QQ：3396729305    邮箱：weread@tencent.com,https://m.weibo.cn/u/5688848952?uid=5688848952&luicode=10000011&lfid=1005055688848952,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006cZPugly8gdirfhchfaj30u00u0wf0.jpg?KID=imgbed,tva&Expires=1610569174&ssig=6Q1sjgQmDM",https://wx4.sinaimg.cn/orj480/006cZPugly8gdirfhchfaj30u00u0wf0.jpg,9,4,TRUE,2,深圳市腾讯计算机系统有限公司
2508053484,腾讯QQ,m,,广东,1942,366555,215,全新QQ手机版，气泡、表情、主题、游戏，等你来体验！,https://m.weibo.cn/u/2508053484?uid=2508053484&luicode=10000011&lfid=1005052508053484,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/957ddbecly8gdi7755zpwj20u00u0q3y.jpg?KID=imgbed,tva&Expires=1610569300&ssig=4yvQx%2BV%2Fpk",https://wx3.sinaimg.cn/orj480/957ddbecly8gdi7755zpwj20u00u0q3y.jpg,34,5,TRUE,2,腾讯QQ官方微博
5237654004,腾讯视频音乐,m,,北京,19141,767246,1572,腾讯视频音乐频道官方微博。,https://m.weibo.cn/u/5237654004?uid=5237654004&luicode=10000011&lfid=1005055237654004,"https://tvax1.sinaimg.cn/crop.90.141.840.840.180/005IsF4oly8gg1liw4qrvj30u00u0q3u.jpg?KID=imgbed,tva&Expires=1610569304&ssig=8k1lXt1Xtb",https://wx1.sinaimg.cn/orj480/005IsF4oly8gg1liw4qrvj30u00u0q3u.jpg,46,6,TRUE,2,腾讯科技（北京）有限公司
6172745943,腾讯美食,m,,北京,1226,226020,95,,https://m.weibo.cn/u/6172745943?uid=6172745943&luicode=10000011&lfid=1005056172745943,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006JKdcrly8gdl1k5fjbvj30u00u0myz.jpg?KID=imgbed,tva&Expires=1610569346&ssig=J8FUZNGNFd",https://wx2.sinaimg.cn/orj480/006JKdcrly8gdl1k5fjbvj30u00u0myz.jpg,9,1,TRUE,3,腾讯视频美食频道官方微博
6160862917,腾讯游戏安全中心,f,,广东,4849,463435,288,超过千万的游戏玩家已经关注我们了，就差你啦！听说关注就有好运？来试一下吧,https://m.weibo.cn/u/6160862917?uid=6160862917&luicode=10000011&lfid=1005056160862917,"https://tvax3.sinaimg.cn/crop.15.29.194.194.180/006IWlSJly8gdi4mshrpgj306607475b.jpg?KID=imgbed,tva&Expires=1610569348&ssig=ZvROwdtzeA",https://wx3.sinaimg.cn/orj480/006IWlSJly8gdi4mshrpgj306607475b.jpg,35,6,TRUE,2,腾讯游戏安全官方微博
5281774279,腾讯A咖时尚,f,,北京 海淀区,3666,585281,672,腾讯视频《A咖时尚》是一档时尚综合资讯日播节目。包含品牌时尚活动、明星穿搭、生活方式和热剧时尚周边，呈现有料、有趣的时尚谈资，引领时尚导向。,https://m.weibo.cn/u/5281774279?uid=5281774279&luicode=10000011&lfid=1005055281774279,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/005LrMLJly8fyjg9merzkj30u00u0gmw.jpg?KID=imgbed,tva&Expires=1610569371&ssig=zKAKl9ylSU",https://wx4.sinaimg.cn/orj480/005LrMLJly8fyjg9merzkj30u00u0gmw.jpg,37,6,TRUE,2,腾讯科技（北京）有限公司
6011462323,腾讯时尚,f,,北京,17178,1314990,721,腾讯网时尚频道,https://m.weibo.cn/u/6011462323?uid=6011462323&luicode=10000011&lfid=1005056011462323,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006yPtXJly8gkmsl1g837j30u00u0js4.jpg?KID=imgbed,tva&Expires=1610569391&ssig=7Ul7RrDWuj",https://wx1.sinaimg.cn/orj480/006yPtXJly8gkmsl1g837j30u00u0js4.jpg,35,6,TRUE,3,腾讯时尚官方微博
1773148625,腾讯电脑管家,m,,广东,15476,1585687,718,如果您在使用电脑管家过程中有任何问题或者是反馈，请直接@电脑管家客户服务 或登录管家官方论坛，专业的用户服务团队将在第一时间和您取得联系。,https://m.weibo.cn/u/1773148625?uid=1773148625&luicode=10000011&lfid=1005051773148625,"https://tvax2.sinaimg.cn/crop.0.0.439.439.180/69b019d1ly8gdiq7981dgj20c80c8jsb.jpg?KID=imgbed,tva&Expires=1610569750&ssig=64Ovmokbb8",https://wx2.sinaimg.cn/orj480/69b019d1ly8gdiq7981dgj20c80c8jsb.jpg,48,7,TRUE,2,腾讯电脑管家官方微博
2273198724,腾讯手机管家,m,,广东,14247,2412583,429,腾讯手机管家（原QQ手机管家）做最好的手机安全软件！ 官方论坛：http://bbs.m.qq.com/forum.php Android 群（1280993） iOS群（167211768）,https://m.weibo.cn/u/2273198724?uid=2273198724&luicode=10000011&lfid=1005052273198724,"https://tvax4.sinaimg.cn/crop.27.0.618.618.180/877e4284ly8gdk9gid2nfj20ij0ijab9.jpg?KID=imgbed,tva&Expires=1610569760&ssig=7q0VtYN%2FZm",https://wx4.sinaimg.cn/orj480/877e4284ly8gdk9gid2nfj20ij0ijab9.jpg,45,0,TRUE,2,腾讯手机管家官方微博
6502440388,腾讯CBA,m,,北京,23344,458820,482,,https://m.weibo.cn/u/6502440388?uid=6502440388&luicode=10000011&lfid=1005056502440388,"https://tvax3.sinaimg.cn/crop.0.0.841.841.180/00763zMMly8gdimrv11fkj30nd0nd0uj.jpg?KID=imgbed,tva&Expires=1610569767&ssig=SAW9cCUapj",https://wx3.sinaimg.cn/orj480/00763zMMly8gdimrv11fkj30nd0nd0uj.jpg,26,6,TRUE,3,腾讯体育中国篮球官方微博
3889146127,腾讯视频动漫,f,,北京,6086,121307,579,这里是腾讯视频动漫频道的官方微博，想了解国漫的各种知识，新番上线抢先知？就来关注吧,https://m.weibo.cn/u/3889146127?uid=3889146127&luicode=10000011&lfid=1005053889146127,"https://tvax1.sinaimg.cn/crop.0.0.445.445.180/e7cfa90fly8gdip87d3r2j20cd0cd74n.jpg?KID=imgbed,tva&Expires=1610570618&ssig=J8pINZ71hY",https://wx1.sinaimg.cn/orj480/e7cfa90fly8gdip87d3r2j20cd0cd74n.jpg,41,6,TRUE,2,腾讯视频动漫频道官方微博
5175655130,腾讯课堂,m,,广东 深圳,1289,91318,370,腾讯课堂官方微博,https://m.weibo.cn/u/5175655130?uid=5175655130&luicode=10000011&lfid=1005055175655130,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/005Egwkyly8gdj0dbgw0oj30e80e80sw.jpg?KID=imgbed,tva&Expires=1610570669&ssig=LAxYvJGY2f",https://wx4.sinaimg.cn/orj480/005Egwkyly8gdj0dbgw0oj30e80e80sw.jpg,27,0,TRUE,2,腾讯课堂官方微博
6500847626,腾讯网游加速器官方微博,f,,其他,415,171517,23,腾讯官方出品的网游加速器，高效解决国内玩家玩海外游戏的网络问题。借助腾讯国内外顶级IDC机房，独享专线保证游戏低延迟；腾讯独家智能节点选择方案，全天候保障链接稳定；全球五大洲机上千节点部署，加速效果更好、兼容更广,https://m.weibo.cn/u/6500847626?uid=6500847626&luicode=10000011&lfid=1005056500847626,"https://tvax2.sinaimg.cn/crop.0.0.300.300.180/0075WTr4ly8gdi6dc9ogdj308c08ct93.jpg?KID=imgbed,tva&Expires=1610570673&ssig=D%2BgNfEAwP%2F",https://wx2.sinaimg.cn/orj480/0075WTr4ly8gdi6dc9ogdj308c08ct93.jpg,4,6,TRUE,2,腾讯网游加速器官方微博
5976039883,腾讯看点,m,,广东,1425,294462,272,腾讯看点官方微博,https://m.weibo.cn/u/5976039883?uid=5976039883&luicode=10000011&lfid=1005055976039883,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006wqQY3ly8gdirxipiqbj30e80e8aa9.jpg?KID=imgbed,tva&Expires=1610570678&ssig=O5XtwIUFQT",https://wx3.sinaimg.cn/orj480/006wqQY3ly8gdirxipiqbj30e80e8aa9.jpg,9,3,TRUE,2,腾讯公司全新推出的信息流内容服务
2375545650,腾讯CDC体验设计,f,,广东 深圳,707,39305,1451,业界知名的一流体验设计团队，腾讯核心部门之一。全称腾讯用户研究与体验设计部，简称CDC。【欢迎转载我们的文章，但请务必注明出处】,https://m.weibo.cn/u/2375545650?uid=2375545650&luicode=10000011&lfid=1005052375545650,"https://tva2.sinaimg.cn/crop.0.0.180.180.180/8d97f332jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1610570683&ssig=8XLYPYcWj4",https://ww2.sinaimg.cn/orj480/8d97f332jw1e8qgp5bmzyj2050050aa8.jpg,13,0,TRUE,7,腾讯用户研究与体验设计部（CDC）官方微博
2434411070,腾讯应用宝,f,,广东,8081,1383460,573,腾讯应用宝官方微博,https://m.weibo.cn/u/2434411070?uid=2434411070&luicode=10000011&lfid=1005052434411070,"https://tvax1.sinaimg.cn/crop.0.0.828.828.180/911a2a3ely8gl2lmsuy9mj20n00n0jrv.jpg?KID=imgbed,tva&Expires=1610570685&ssig=zBdWkK1VFa",https://wx1.sinaimg.cn/orj480/911a2a3ely8gl2lmsuy9mj20n00n0jrv.jpg,44,6,TRUE,2,腾讯应用中心(http://myapp.com)官方微博
6511158314,腾讯视频草场地,f,,北京,2305,71916,515,腾讯视频商城官方微博,https://m.weibo.cn/u/6511158314?uid=6511158314&luicode=10000011&lfid=1005056511158314,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/0076E9Iuly1gdiqdifpx6j30u00u0jws.jpg?KID=imgbed,tva&Expires=1610570691&ssig=nRsu2cjtSI",https://wx3.sinaimg.cn/orj480/0076E9Iuly1gdiqdifpx6j30u00u0jws.jpg,4,6,TRUE,2,腾讯视频商城官方微博
6401074009,腾讯医典,m,,广东 深圳,5979,961304,340,一只健康科普鹅。,https://m.weibo.cn/u/6401074009?uid=6401074009&luicode=10000011&lfid=1005056401074009,"https://tvax2.sinaimg.cn/crop.0.0.750.750.180/006ZcfLbly8ggtvm8zyoej30ku0kuaay.jpg?KID=imgbed,tva&Expires=1610570698&ssig=3wZTAEjKXL",https://wx2.sinaimg.cn/orj480/006ZcfLbly8ggtvm8zyoej30ku0kuaay.jpg,21,6,TRUE,7,腾讯医典官方微博
7153909610,腾讯客服,f,,广东,562,518921,81,用户为本，科技向善,https://m.weibo.cn/u/7153909610?uid=7153909610&luicode=10000011&lfid=1005057153909610,"https://tvax4.sinaimg.cn/crop.0.0.160.160.180/007O94GSly8gdjxq2m9p0j304g04gjrc.jpg?KID=imgbed,tva&Expires=1610570885&ssig=w6P66AOwvo",https://wx4.sinaimg.cn/orj480/007O94GSly8gdjxq2m9p0j304g04gjrc.jpg,4,4,TRUE,2,腾讯客服（kf.qq.com）官方微博
5033584457,腾讯理财通,m,,北京,1762,384359,43,理财通®｜腾讯官方理财平台,https://m.weibo.cn/u/5033584457?uid=5033584457&luicode=10000011&lfid=1005055033584457,"https://tvax1.sinaimg.cn/crop.47.52.424.424.180/005uEpg5ly8gdiqlul9jxj30f80f7wf7.jpg?KID=imgbed,tva&Expires=1610570898&ssig=B74Xif%2BYyb",https://wx1.sinaimg.cn/orj480/005uEpg5ly8gdiqlul9jxj30f80f7wf7.jpg,9,1,TRUE,2,腾讯科技（深圳）有限公司
5889002896,腾讯NOW直播,m,,广东,1986,149170,111,NOW-最in的全民直播App,https://m.weibo.cn/u/5889002896?uid=5889002896&luicode=10000011&lfid=1005055889002896,"https://tvax1.sinaimg.cn/crop.126.144.822.822.180/006qxEFGly8gff5l3wfj6j30u00u0jry.jpg?KID=imgbed,tva&Expires=1610570903&ssig=8vH3uujlDR",https://wx1.sinaimg.cn/orj480/006qxEFGly8gff5l3wfj6j30u00u0jry.jpg,14,6,TRUE,2,腾讯直播App
6534736496,腾讯爱玩游戏,f,,北京,2847,190685,339,HI，我是全新的腾讯爱玩游戏。我们有最全的游戏视频，我们有最高清的电竞赛事直播、我们还有最好玩的游戏社区~ 跟着鹅妹，你能看到国内外最最好玩的游戏视频和资讯~ 欢迎加群：763747307 合作请加Q：30696397,https://m.weibo.cn/u/6534736496?uid=6534736496&luicode=10000011&lfid=1005056534736496,"https://tvax1.sinaimg.cn/crop.0.0.200.200.180/0078f5tKly1gdispy4o7uj305k05kweh.jpg?KID=imgbed,tva&Expires=1610570908&ssig=5tmjadjCcx",https://wx1.sinaimg.cn/orj480/0078f5tKly1gdispy4o7uj305k05kweh.jpg,27,6,TRUE,2,腾讯视频爱玩游戏官方微博
6315195154,腾讯音乐人,f,,广东 广州,2553,30180,219,腾讯音乐人(y.tencentmusic.com)官方微博，更多内容及问题请关注微信订阅号：腾讯音乐人。 你的不凡，让世界听见！,https://m.weibo.cn/u/6315195154?uid=6315195154&luicode=10000011&lfid=1005056315195154,"https://tvax2.sinaimg.cn/crop.0.0.499.499.180/006TnUKmly8gdkyhqsollj30dv0dv74x.jpg?KID=imgbed,tva&Expires=1610570914&ssig=qsfg2anJZr",https://wx2.sinaimg.cn/orj480/006TnUKmly8gdkyhqsollj30dv0dv74x.jpg,30,5,TRUE,2,腾讯音乐人官方微博
6596693426,腾讯110,m,,其他,663,218151,335,共筑清朗互联网环境,https://m.weibo.cn/u/6596693426?uid=6596693426&luicode=10000011&lfid=1005056596693426,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/007cr3j4ly8gdiw3hs4a7j30e80e80sx.jpg?KID=imgbed,tva&Expires=1610570966&ssig=VIxo6%2BCpTW",https://wx3.sinaimg.cn/orj480/007cr3j4ly8gdiw3hs4a7j30e80e80sx.jpg,9,5,TRUE,2,腾讯110平台（110.qq.com）官方微博
6595957297,腾讯文档,m,,广东,331,31595,145,免费使用、在线编辑、多人协作、安全可控，QQ、微信帐号互联，手机、电脑多端互通。https://docs.qq.com,https://m.weibo.cn/u/6595957297?uid=6595957297&luicode=10000011&lfid=1005056595957297,"https://tvax2.sinaimg.cn/crop.0.0.1000.1000.180/007cnXO1ly8gdkzmdagzrj30rs0rsgmg.jpg?KID=imgbed,tva&Expires=1610570968&ssig=XSO5b9K94I",https://wx2.sinaimg.cn/orj480/007cnXO1ly8gdkzmdagzrj30rs0rsgmg.jpg,9,4,TRUE,2,可多人协作的在线文档
3159220202,腾讯汽车,m,,北京,4081,231833,150,腾讯新闻旗下腾讯汽车官方账号,https://m.weibo.cn/u/3159220202?uid=3159220202&luicode=10000011&lfid=1005053159220202,"https://tvax4.sinaimg.cn/crop.0.0.828.828.180/bc4ddfealy8gds7ur7j88j20n00n00tb.jpg?KID=imgbed,tva&Expires=1610570970&ssig=HYqnMBWz1p",https://wx4.sinaimg.cn/orj480/bc4ddfealy8gds7ur7j88j20n00n00tb.jpg,27,1,TRUE,2,腾讯科技（北京）有限公司
2812307657,腾讯自选股,m,,北京,5820,64808,135,2012年10月22日，自选股荣获“91全球移动应用世界2012金掌奖”、“中国手机其他应用软件最具潜力奖”。2012年10月26日，自选股荣获“适合Win8系统的优秀应用”。2012年12月15日，自选股荣获“2012年中国首届移动互联网拳头奖之最佳工具应用奖”。,https://m.weibo.cn/u/2812307657?uid=2812307657&luicode=10000011&lfid=1005052812307657,"https://tvax1.sinaimg.cn/crop.0.0.144.144.180/a7a068c9ly8ggjmcv0lnnj2040040gli.jpg?KID=imgbed,tva&Expires=1610571017&ssig=XfC7g7SBCR",https://wx1.sinaimg.cn/orj480/a7a068c9ly8ggjmcv0lnnj2040040gli.jpg,31,0,TRUE,2,腾讯自选股您的随身财经帮手。股票走势、财经热点一手掌握。
